0.010000 	 0.572967 	 0.999975 	 0.466142 
0.020000 	 1.145992 	 0.999975 	 0.465901 
0.030000 	 1.719131 	 0.999975 	 0.465502 
0.040000 	 2.292443 	 0.999975 	 0.464944 
0.050000 	 2.865984 	 0.999975 	 0.464227 
0.060000 	 3.439813 	 0.999975 	 0.463345 
0.070000 	 4.013987 	 0.999975 	 0.462302 
0.080000 	 4.588566 	 0.999975 	 0.461091 
0.090000 	 5.163607 	 0.999975 	 0.459713 
0.100000 	 5.739170 	 0.999975 	 0.458167 
0.110000 	 6.315316 	 0.999975 	 0.456448 
0.120000 	 6.892103 	 0.999975 	 0.454550 
0.130000 	 7.469592 	 0.999975 	 0.452474 
0.140000 	 8.047846 	 0.999975 	 0.450215 
0.150000 	 8.626927 	 0.999975 	 0.447764 
0.160000 	 9.206896 	 0.999975 	 0.445120 
0.170000 	 9.787819 	 0.999975 	 0.442273 
0.180000 	 10.369760 	 0.999975 	 0.439216 
0.190000 	 10.952784 	 0.999975 	 0.435941 
0.200000 	 11.536959 	 0.999975 	 0.432436 
0.210000 	 12.122352 	 0.999975 	 0.428687 
0.220000 	 12.709033 	 0.999975 	 0.424680 
0.230000 	 13.297072 	 0.999975 	 0.420388 
0.240000 	 13.886540 	 0.999975 	 0.415790 
0.250000 	 14.477512 	 0.999975 	 0.410838 
0.260000 	 15.070062 	 0.999975 	 0.405451 
0.270000 	 15.664267 	 0.999437 	 0.399441 
0.280000 	 16.260205 	 0.997319 	 0.392966 
0.290000 	 16.857956 	 0.993700 	 0.386172 
0.300000 	 17.457603 	 0.988683 	 0.379134 
0.310000 	 18.059230 	 0.982363 	 0.371903 
0.320000 	 18.662925 	 0.974827 	 0.364516 
0.330000 	 19.268775 	 0.966158 	 0.357002 
0.340000 	 19.876874 	 0.956431 	 0.349385 
0.350000 	 20.487315 	 0.945718 	 0.341685 
0.360000 	 21.100196 	 0.934086 	 0.333917 
0.370000 	 21.715617 	 0.921597 	 0.326098 
0.380000 	 22.333683 	 0.908312 	 0.318240 
0.390000 	 22.954499 	 0.894287 	 0.310354 
0.400000 	 23.578178 	 0.879575 	 0.302450 
0.410000 	 24.204835 	 0.864227 	 0.294539 
0.420000 	 24.834587 	 0.848292 	 0.286628 
0.430000 	 25.467560 	 0.831814 	 0.278727 
0.440000 	 26.103881 	 0.814841 	 0.270842 
0.450000 	 26.743684 	 0.797414 	 0.262982 
0.460000 	 27.387108 	 0.779572 	 0.255157 
0.470000 	 28.034297 	 0.761357 	 0.247371 
0.480000 	 28.685402 	 0.742806 	 0.239626 
0.490000 	 29.340582 	 0.723955 	 0.231930 
0.500000 	 30.000000 	 0.704840 	 0.224293 
0.510000 	 30.663830 	 0.685496 	 0.216714 
0.520000 	 31.332251 	 0.665955 	 0.209200 
0.530000 	 32.005455 	 0.646251 	 0.201758 
0.540000 	 32.683639 	 0.626413 	 0.194389 
0.550000 	 33.367013 	 0.606472 	 0.187101 
0.560000 	 34.055798 	 0.586462 	 0.179896 
0.570000 	 34.750226 	 0.566404 	 0.172780 
0.580000 	 35.450543 	 0.546336 	 0.165754 
0.590000 	 36.157008 	 0.526276 	 0.158827 
0.600000 	 36.869898 	 0.506255 	 0.151997 
0.610000 	 37.589503 	 0.486305 	 0.145274 
0.620000 	 38.316134 	 0.466450 	 0.138657 
0.630000 	 39.050123 	 0.446714 	 0.132152 
0.640000 	 39.791819 	 0.427122 	 0.125762 
0.650000 	 40.541602 	 0.407694 	 0.119491 
0.660000 	 41.299873 	 0.388455 	 0.113342 
0.670000 	 42.067065 	 0.369427 	 0.107319 
0.680000 	 42.843643 	 0.350636 	 0.101425 
0.690000 	 43.630109 	 0.332111 	 0.095663 
0.700000 	 44.427004 	 0.313866 	 0.090038 
0.710000 	 45.234915 	 0.295929 	 0.084552 
0.720000 	 46.054480 	 0.278318 	 0.079208 
0.730000 	 46.886394 	 0.261058 	 0.074010 
0.740000 	 47.731416 	 0.244170 	 0.068961 
0.750000 	 48.590378 	 0.227672 	 0.064065 
0.760000 	 49.464198 	 0.211588 	 0.059323 
0.770000 	 50.353889 	 0.195937 	 0.054740 
0.780000 	 51.260575 	 0.180739 	 0.050319 
0.790000 	 52.185511 	 0.166015 	 0.046062 
0.800000 	 53.130102 	 0.151786 	 0.041973 
0.810000 	 54.095931 	 0.138070 	 0.038055 
0.820000 	 55.084794 	 0.124888 	 0.034311 
0.830000 	 56.098738 	 0.112257 	 0.030743 
0.840000 	 57.140120 	 0.100198 	 0.027356 
0.850000 	 58.211669 	 0.088730 	 0.024151 
0.860000 	 59.316583 	 0.077871 	 0.021132 
0.870000 	 60.458639 	 0.067639 	 0.018301 
0.880000 	 61.642363 	 0.058055 	 0.015663 
0.890000 	 62.873247 	 0.049135 	 0.013219 
0.900000 	 64.158067 	 0.040898 	 0.010972 
0.910000 	 65.505352 	 0.033362 	 0.008926 
0.920000 	 66.926082 	 0.026544 	 0.007083 
0.930000 	 68.434815 	 0.020464 	 0.005446 
0.940000 	 70.051556 	 0.015138 	 0.004018 
0.950000 	 71.805128 	 0.010584 	 0.002802 
0.960000 	 73.739795 	 0.006819 	 0.001801 
0.970000 	 75.930132 	 0.003861 	 0.001017 
0.980000 	 78.521659 	 0.001728 	 0.000454 
0.990000 	 81.890386 	 0.000435 	 0.000114 
1.000000 	 90.000000 	 0.000000 	 0.000000 
